,Cov_0,Cov_1,Cov_2,Cov_3,Cov_4,Cov_5,Cov_6,Cov_30,Cov_31,Cov_32,Cov_33,Cov_34,Cov_35,Cov_36,Cov_37,Cov_38,Cov_39,Cov_42,Cov_43,Cov_45,Cov_46,Cov_47,Cov_48,Cov_49,Cov_51,Cov_53,Cov_54,Cov_55,Cov_56,Cov_57,Cov_58,Cov_59,Cov_60,Cov_61,Cov_62,Cov_63,Cov_64,Cov_65,Cov_66,Cov_67,Cov_68,Cov_69,Cov_70,Cov_71,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_42,C_43,C_45,C_46,C_47,C_48,C_49,C_51,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,Mean,Std
0,387.502492956186,112.067134228372,104.376056738749,65.7995848326018,32.2914636404225,6.28197446284071,-0.967636108386085,-8.49892816714779,-6.31909633218545,-20.8733125824834,-5.68026494192653,-12.2880990787799,-16.6167116135076,-16.3120093649348,-14.6214298727389,-14.0036431049363,-2.11868664534004,4.58140516852849,13.1329125099519,15.8184605584869,20.2053361881359,17.043174284173,9.61922248020716,5.67641834421619,-11.7789938341604,-5.83782534648732,-0.258537202853829,-6.68119007723028,-20.3745991267346,-25.1850807735932,-29.571955633145,-30.1427167944084,-31.8543249576874,-43.0282572177292,-26.6410223692848,29.9235216124334,42.9652334093828,19.7686059241729,3.51953721006382,-6.90305316108306,-2.71919371650165,1.79314692735854,5.99288929034112,8.06287364568531,0.10871045240480794,-0.11788895923058947,0.026868234143248616,-0.0477194876678524,-0.09784648978553225,0.18403094790131763,0.034185959505531945,-0.04548838362520651,-0.07507805309819963,0.16089071652697096,-0.11330052652795197,-0.010112765460984198,0.030748249951056645,-0.008171970952035076,-0.01008186044592252,0.010994472074129532,0.01583321890912873,-0.0700589321322189,-0.057910072460077074,-0.04225352602090262,-0.01978264223510101,-0.024169770648722107,-0.03092287580270617,-0.07058998920847541,0.1872744416227226,0.04446889340316455,-0.07655788910930014,-0.02574338850962405,0.024320881104686876,-0.04812544135083974,0.018408482693930774,0.02770231600663332,-0.019393955607930294,-0.0008428690639574285,0.01166606704796924,0.002517649133121811,0.01067349361666522,-0.01744011497268056,0.010661252122778608,-0.025201044796411134,-0.009162436916487412,0.04388968638629159,0.015840544229756618,-0.029646193175735767,4.730079365079364,19.684829005002463
1,112.067134228372,79.4667681291865,115.871208165574,67.7707875457455,29.0383281321376,16.0780744153718,5.02608051182628,-6.14247673326896,-7.86907177155139,-7.59063306468768,-4.69906353882688,-3.95642073929765,-4.72774834568444,-4.42479482609376,-3.21844632194582,-1.26478259470312,-1.92392640382459,-2.17651560173959,-1.7919377175743,-2.22292973555133,-3.17813949298952,-3.17292957806466,-3.15172837120376,-1.67806841383416,-4.72543350548569,-5.86732352490039,-7.39791687537066,-12.427633640128,-17.915456322911,-18.5144862938636,-16.9746724850951,-15.8153888645963,-16.6932787142239,-18.5357775161916,22.0510718433736,54.6627127135101,50.6170009607792,31.3266775761518,10.7612061248019,1.50200116970286,-1.31398506966828,2.0955817771902,4.11891445813527,4.96909150238277,-0.11788895923082371,0.4666817945792584,-0.19749759176125306,0.37083060921002686,-0.1328831113597956,-0.27722851389996533,-0.03287378883666154,0.11843269057173711,0.12946372081169621,-0.31326280938640955,0.13549984996579478,0.05920888661096653,-0.010737920815987722,-0.012203679273028345,0.005393770887906642,-0.02571168794827955,0.041739096837449946,0.09887895863538725,0.0815817772119516,0.052640680118154176,0.015029306198316484,0.04692458948405181,0.04570588395814353,0.0003671861921611326,-0.20203647708619893,-0.020011021817625405,0.10030895246525373,0.011732340666892507,-0.06337461013906046,0.20815334972274688,-0.04448136211287874,-0.1055700359085515,-0.00488983784873498,0.07229677448864694,-0.004173389897917667,-0.050247547334858166,-0.19803235755211052,0.17657385811038095,-0.0923480968515634,0.11877274242340909,0.11869430824515213,-0.1937642758833551,-0.011730345405895418,0.03480600598968922,1.9331349206349204,8.913852597456755
2,104.376056738749,115.871208165574,3447.33888621081,1779.46886717741,111.343876280778,82.6103240926199,53.1677190114982,22.5502190671845,-6.79539598829115,-53.6509078352932,-3.98197572827042,44.5880144609075,1.29157162566983,-21.6862415404028,-41.3160537246593,1.84332862584375,35.5797554389519,23.1352145565698,16.050421857851,7.80583308340783,3.45479227993669,13.1553867837298,15.5626518305856,23.7249591799009,-9.28044537841429,-44.6959593167871,-80.2857208675295,-16.2135522046746,-21.7811934196342,-11.3321256320132,-4.60267222539375,-21.0811956704794,-36.8838143046934,-52.6357361973677,-113.513291997141,-97.0158459291699,-92.076316704011,-146.00015915636,-140.033341741916,-136.861097130242,-101.669381051781,-105.839420782875,-106.776092472523,-112.498940911492,0.026868234143121707,-0.1974975917613085,0.4606273301677032,-0.8793553035843507,0.37222845369968155,0.2154223943857358,0.04618403024178621,-0.10016346880093806,-0.04482465713505807,-0.0010279361684938473,0.1460735409999029,-0.05618210382151061,-0.006513768877854401,0.001020887099989969,-0.015580355056140022,8.076723943785188e-05,-0.1347892878020838,-0.03141264867058407,0.035495324583073556,0.05551562453003457,0.06567917392317676,-0.023370548332665553,-0.034995392106102884,-0.11852456384343289,-0.025802418603584024,-0.001165300640295623,0.0014220015724706332,0.019198410442232867,-0.009627013845614844,0.016169789435870774,-0.019234785553972945,0.043125609821733336,0.026221288004218715,-0.06320480216273969,-0.024824088690738287,0.04421968270949321,0.05708045647641121,-0.02332948716446384,0.0745385125947895,-0.10441707445538333,-0.03450841916539031,0.022987592506901695,0.007500464998931496,0.0207263733878305,11.37452380952381,58.71395818892478
3,65.7995848326018,67.7707875457455,1779.46886717741,928.410130041768,70.9563932067,52.4079658939554,33.51150243954,13.9435862092183,-3.0006687613327,-27.5463998716275,-0.927773247311501,24.1136188272117,-0.745660746824115,-12.4492317378793,-22.7551229291702,-1.50172692634855,17.2789335956763,10.8716555721907,6.65457996752178,1.894734877702,-1.95989371785738,3.11551123962817,7.12495810555889,13.3610754298532,-3.26742243193658,-21.179943521892,-39.3318287451459,-7.03312742310186,-8.67210435961403,-2.44516667646576,0.512498018447871,-6.86189239628985,-14.2161239575516,-21.5464272759828,-57.4419595528852,-26.9693024099748,-27.1985810911628,-50.0271679366255,-42.1571647572399,-56.5882820967815,-55.5939299597409,-58.7970598274507,-58.9297980336526,-61.1963486598269,-0.04771948766842191,0.3708306092111113,-0.8793553035846805,1.7592682011938199,-0.7457052286313982,-0.4408867848283913,-0.10759519593983399,0.17705292839512551,0.08723526899873735,0.06287684498553527,-0.3017959351499345,0.07935736225793828,0.01758541950185557,0.007674525952488407,0.0501939589353642,-0.002764009297700634,0.2521465885585564,0.046978677988656216,-0.08374133159939623,-0.12189856179093587,-0.11429120530268297,0.023471543417071923,0.06172692556753865,0.23889539327997725,0.07072010238499012,0.020197634985178056,0.018661993642715508,-0.06600647350382788,0.025591748946026525,-0.028788467686725057,0.024025696055028686,-0.06656294709316089,-0.04951134757814843,0.11245962818878441,0.04556089519354403,-0.07789330323337766,-0.11335576881876713,0.047487086745387236,-0.14948527714517273,0.20676475229440489,0.04898837279045571,-0.03092562988981782,-0.012764594725454192,-0.03844424287860391,5.682579365079365,30.4696591717362
4,32.2914636404225,29.0383281321376,111.343876280778,70.9563932067,27.0652683702791,19.6202032001665,12.1248200215773,4.40739089800912,0.558383689608398,-0.952335811697277,2.46881175094842,3.6331260346834,-2.62144040555009,-2.24932488464115,-2.48362059842617,-2.62687425295584,-0.730478096894436,-0.760625170688867,-1.85691688317753,-2.87362602841826,-5.91617168605071,-5.72964848652138,-0.680719840124499,3.26508733833826,2.95030849319691,2.29120766201268,1.33288130358361,1.25080195026875,1.82905807756395,3.7373067349072,4.54257955380683,5.38653953212271,5.61093816059169,5.87782362754603,7.71716062198779,37.5259790095457,21.8039836566801,17.8583189307342,18.1376448341052,2.83979757871091,-12.5164244560077,-13.5668225320484,-13.11854893618,-12.0556328106484,-0.09784648978483261,-0.13288311136300016,0.3722284536972319,-0.745705228637023,2.6044901379769043,-2.126626258589652,-0.45867590833773875,0.27777812494244253,0.4230593717834533,0.116910195384602,-0.0634540311802789,-0.05413746211541617,0.04320876208735583,-0.022494150641976438,-0.11815770702937675,0.12946894798583272,0.031067872149363733,0.0010930822125736058,0.028122856921996165,0.09017024812935094,0.02552436751862354,0.049532724504178206,-0.034982699205749423,-0.2548371371199994,-0.14209579871861258,0.005433649823649101,0.24440303982117262,-0.12311768502321957,0.14018438581182174,-0.13195724843431816,-0.0019355947865176337,0.05777560924220283,-0.007858676102275175,0.011301495076645535,0.012977865035593115,-0.03172408672709049,-0.04442763402485563,0.03540616014270933,0.0248643232258915,-0.034605294194082044,0.027385690380061025,0.0010930479428453042,-0.007028696992256974,-0.029554305111649845,0.33988095238095223,5.201467905339716
5,6.28197446284071,16.0780744153718,82.6103240926199,52.4079658939554,19.6202032001665,15.7706711317669,11.0180806731817,5.96081461143059,2.75404412626413,1.35216789126519,3.50840083230507,3.96765286310988,-3.00941509123255,-1.56832396146113,-0.990436652520992,-1.33694651803773,-0.0298670080004702,-0.287057320541784,-1.89920630462241,-3.10412024212986,-5.72411900282938,-5.16021775641315,-0.0715508464404531,3.24519820944526,4.31189180289326,4.12719810919813,3.72109798169999,3.78310873235989,5.16947111920305,7.81028371973583,9.50649525652792,9.88767698728888,10.0893650746603,10.7569119781651,9.18002917957731,28.2786215749312,5.84157558088969,2.27581541328118,7.29166813342301,-4.67714852353833,-17.9111601539165,-19.3739716024163,-19.7345932456143,-19.1112306876342,0.18403094790072952,-0.27722851389618497,0.2154223943914075,-0.4408867848200262,-2.126626258590359,4.7801596919223925,-1.7076890636034954,-0.3316509165405499,-0.024962410107906313,0.027667060309959017,-0.027094377589386404,-0.02797162656292239,0.015608731814108576,-0.020979101656447733,-0.03594093362698869,0.06156274731083518,0.0030846832589106177,-0.00044266808860045495,0.0210809499149845,0.04198643703428215,0.016448016748407724,0.056006991780986864,-0.023731457883420903,-0.0777562645598654,-0.09774309711716975,-0.04078657516264283,0.023773855933541577,0.03126279122663001,0.03510951441552982,-0.06066541555454611,0.02929558702998086,-0.029508296387679534,0.007948027484746689,0.002624844750469083,0.03077702957836373,-0.031239780519525796,-0.005680589341116311,-0.00877420419010003,-0.0029372416438089442,0.03856181526853129,0.039380227495443634,-0.035028706421647196,0.0018486380117167364,-0.004370660446523966,0.17138888888888876,3.969971175180857
6,-0.967636108386085,5.02608051182628,53.1677190114982,33.51150243954,12.1248200215773,11.0180806731817,9.47560175574061,7.4583307577503,5.15400466314965,2.79187677429378,4.54949331660563,3.71653788797229,-4.28511309235313,-1.70761134082064,-0.209678263373198,-0.837397701214902,0.69570081277378,0.738864456958098,-0.77852920265388,-1.91674657512957,-3.74013818808461,-3.09102452872841,1.57579591540937,3.91065820357747,5.31106067903204,6.06365665543107,6.67218829922887,6.81310206788672,8.47356927422103,11.5913543597608,13.8388763875729,13.6386593080308,13.7327598574626,14.1111761600211,8.01284193245586,16.399731525209,-12.0417637514629,-15.6076363132,-5.27067235044774,-13.675404858452,-23.9748352418803,-25.7145476118579,-26.6936393550825,-26.3815881177608,0.034185959505426466,-0.03287378883722421,0.04618403023876387,-0.10759519594087194,-0.45867590834105454,-1.707689063600816,4.90042355714185,-1.824460455977577,-0.47358423416385487,-0.0017223647006776005,-0.02655147514960781,-0.0033935256647256128,-0.01692707152099538,0.021907371982712434,-0.047467119044605544,-0.03327723903832038,-0.07647628143150578,-0.013550421405149136,0.00664639641806003,0.017926791452590133,-0.027764615803433475,0.10274247987476678,0.007523690658733644,-0.10594987788531746,-0.061689550709699226,-0.11702584868883123,-0.10966750540239066,0.17863200197560675,-0.02145470402051001,-0.05955094446037457,0.13889773002956735,-0.1227731549508182,-0.025875150970823737,0.0055429809602652695,0.02922510865463765,-0.00034415941720726724,0.037850975196566945,-0.053944548247915,0.024869498890657236,0.005217607604506925,0.13156347607300006,-0.08416077078208668,-0.0002951326615905347,0.026104447632852173,0.20289682539682538,3.0766218090205055
30,-8.49892816714779,-6.14247673326896,22.5502190671845,13.9435862092183,4.40739089800912,5.96081461143059,7.4583307577503,8.7377203407225,7.44551121432173,4.24638088773288,5.66716173121854,5.6260511428766,-1.14319106843826,0.218357392010902,0.310601047310509,-0.411569725535451,1.46805362321015,1.88473802352525,0.579968738831918,-0.380524858888901,-1.26881996128257,-1.06543554179527,2.99612747725727,4.21186676639279,6.01001275792981,7.7353538495846,9.39045095990726,9.43224797211577,11.3829070344631,15.081081482067,17.9422077326434,16.8752806663157,16.5993582423297,16.4370189933759,5.33373075985048,4.93383346495696,-27.2561940772888,-29.0603874446179,-11.0819952004352,-13.7529078144029,-18.6467228034014,-18.5612808724372,-18.0265700625649,-15.9443967354512,-0.045488383625046744,0.11843269057181535,-0.10016346880113043,0.17705292839431006,0.277778124945301,-0.33165091654431317,-1.824460455975314,3.6306772296714374,-1.468189231634566,0.05369128928336454,0.038792433251800956,-0.10015295929268068,-0.02893633907407391,0.02146513357758281,-0.01977949520668079,-0.12196785736862356,-0.12198058575170025,-0.05917274189916388,0.03868779582214153,-0.008781432078084636,-0.027592480825826635,0.146418552468961,-0.009147148203535344,-0.07552453750024377,-0.0459729206398451,-0.1514670341692256,-0.4282227833630829,0.5560768922155287,-0.20477179289668057,-0.012918413428794533,0.17092771168802315,-0.17523085394093546,-0.05758495890458256,-0.006381467806242513,0.020798590627037348,0.059590896645550756,0.22446873040951387,-0.18598686392809882,0.04069823992749264,0.0017770797277878196,0.04090842142089805,-0.09459571967008933,0.002213206474306275,0.041989750929456615,0.3344047619047619,2.954271541467117
31,-6.31909633218545,-7.86907177155139,-6.79539598829115,-3.0006687613327,0.558383689608398,2.75404412626413,5.15400466314965,7.44551121432173,7.60205923058879,4.85956722242869,5.9112024846698,5.82392223267234,-0.307556650139952,0.401350551408648,-0.201194477018109,-0.928857537552583,1.46555895603409,1.90990458711272,0.75114997789854,-0.104366137136504,-0.123661177796712,0.287351796347014,3.38190569901103,3.41748422297985,5.59199712596576,8.05798206932042,10.5369702686188,10.7319503708144,12.9438036477366,16.0026877522716,18.2386827272484,18.6436687939753,20.4650645621342,22.3186686192896,15.0689062947164,16.6628402997207,-17.1053446274498,-18.1656002521236,-9.96756377043797,-6.25109453943307,-8.60162286216946,-9.18554033356858,-9.61466270763743,-8.50611374899314,-0.07507805309816716,0.1294637208110399,-0.04482465713478898,0.08723526899790368,0.42305937178317604,-0.024962410107033244,-0.4735842341644249,-1.4681892316340341,2.9494403003019065,-0.35182533660389004,-0.20696310011256525,-0.12271697012470406,0.013119749392248789,0.16516101646186812,-0.0013224356601616312,-0.218911121962388,-0.24954036540511398,-0.06743162394756053,0.14777400828338147,0.12583251230783243,-0.1567486775001242,-0.07267400894042664,-0.010408102520385798,0.019558289927224654,0.010709329507763606,-0.08024691661965472,-0.23150067286786463,0.12685553769321992,-0.09233164287465007,-0.046502458788975944,0.039456337759809966,0.0013689118720448465,-0.0008902833983064546,0.007908500631426948,0.03873116886214125,-0.09704710997937371,-0.08744142930888657,0.13576323039527632,-0.08740212267040336,0.08840567597434715,-0.11069562411236238,-0.015912329415688577,0.05381379015672021,-0.006975043113805836,1.0788095238095239,2.7553691641209874
32,-20.8733125824834,-7.59063306468768,-53.6509078352932,-27.5463998716275,-0.952335811697277,1.35216789126519,2.79187677429378,4.24638088773288,4.85956722242869,10.9392237860662,8.92563250233715,8.26547522096194,3.28244845938117,3.29762019887093,1.63733603766567,-1.31213025194394,1.00355048090289,1.43258596339949,-0.315964444571027,-1.29027826676312,-1.8253319558752,-1.45222302341331,0.12996885943873,3.94248960685303,6.14318306970778,7.32634374342041,8.57329767748772,9.81166916347099,6.00228105900474,0.117582894641367,-6.38240074621275,-9.24816468008386,-10.5367743185855,-11.2791942071925,-19.7607486889958,-25.1902053607586,2.14052733405665,5.51803785677851,-0.935147200800509,-0.633953593688873,4.2025480147783,1.87036151742115,-0.173088506167039,0.0368386833799324,0.16089071652701598,-0.3132628093864316,-0.0010279361684842375,0.06287684498591975,0.11691019538228897,0.027667060312857036,-0.0017223647016146562,0.053691289283227826,-0.35182533660427134,1.853312408818904,-1.0824255306616306,-0.34458413073848765,0.3307638434094028,0.004072799844905763,-0.41952823220716695,0.3727011823149572,-0.07093754721658953,-0.3036109863665533,-0.032938991271095175,-0.06416395965997022,-0.1026042053489199,-0.06794158350554623,-0.05948305898951849,-0.0447630768497056,0.041221369573936156,0.02838854249922033,0.10537037701744219,-0.04731152705359967,-0.01034893165622135,-0.06377024904720892,0.07435734680514304,-0.016302952123957194,-0.010653703090914023,-0.04481834500320165,0.03713841831968806,0.03706969963767946,0.020573439627843994,-0.03231823263295132,-0.11933119436638077,0.13780389830468,-0.1691358196446161,0.007536429357667088,0.07233145974379784,-0.014495714608660547,0.3057142857142857,3.3059376561069858
33,-5.68026494192653,-4.69906353882688,-3.98197572827042,-0.927773247311501,2.46881175094842,3.50840083230507,4.54949331660563,5.66716173121854,5.9112024846698,8.92563250233715,11.6716693642974,12.835884788413,7.65215828299062,5.84183236636255,2.06868457601418,-0.488503823752928,0.813434857691088,1.69829998756489,0.0308402693981868,-0.956512532649593,-1.67534783203424,-1.16693150753446,0.693746814077297,3.63959498133476,5.35581206241515,7.05451230773509,8.87302678607771,10.0519915384431,6.46563072725954,2.23545881306307,-3.06162436882348,-9.2912117725348,-13.1839299819873,-16.8551685980109,-20.075630795759,-28.7009518740481,-24.9296734357446,-33.1381415715206,-31.9396164676947,-21.1880276149246,-4.5136440233727,-4.37645858280232,-2.99804203692935,1.01813635477147,-0.11330052652799828,0.13549984996598635,0.14607354099960626,-0.3017959351497278,-0.06345403117857756,-0.027094377593257786,-0.026551475147167398,0.03879243325193471,-0.20696310011290037,-1.08242553066169,1.8691690549442659,-0.25832388012222235,-0.12433965292860678,0.05891454036924823,0.20099380512876705,-0.07558558321108963,0.028747888629169542,0.23283710993598358,0.13912981774540273,0.1572772463713808,0.48327454003563997,-0.20938125804113084,-0.06852531312694987,-0.02886999083223376,-0.014209122307303021,-0.0031313488162748033,-0.0371230271807541,-0.0655947471527877,0.02750810328327923,-0.002856489566626946,-0.022464233144164836,0.13906015588852377,-0.039654131051541246,-0.015275371506863242,-0.10096209927296809,0.07125368154724698,0.1463872553025509,-0.09999382524540669,0.14621015366064724,-0.09422884039278615,-0.11460422772797327,0.047817939000706404,0.15718064799319378,-0.09343575880415574,0.08261904761904762,3.414918646805139
34,-12.2880990787799,-3.95642073929765,44.5880144609075,24.1136188272117,3.6331260346834,3.96765286310988,3.71653788797229,5.6260511428766,5.82392223267234,8.26547522096194,12.835884788413,42.4888179229546,60.9300534043144,35.6406165078033,8.61568559789052,2.60084037998587,1.31508808734012,2.96340702728947,2.63129212555014,3.04476985934157,2.84362735929792,-1.84630387481916,-1.61127852379931,-0.494205949084025,2.60502229051136,4.61653308607907,6.82616746806798,7.0053886332231,2.60474464411355,0.68000991468846,-2.94063741412496,-12.3072430802307,-19.3961929677969,-26.0518930561426,-32.2541132429358,-23.3265501545014,-12.9287336833447,-16.2073254436319,8.65664593429373,33.2441785971083,67.2448459904415,81.246984213762,97.9528973397612,117.009493728213,-0.010112765460976635,0.059208886610977646,-0.05618210382143471,0.0793573622578009,-0.0541374621140241,-0.027971626564085254,-0.003393525665255488,-0.10015295929265632,-0.1227169701241628,-0.34458413073842376,-0.2583238801225926,1.3109330473062917,-0.6518259915023549,-0.1753323753453043,0.2966344406548988,-0.07350324350463842,-0.14102856853758985,-0.11895048101450753,0.25352196787334585,0.059551526287596794,-0.41489535715111914,0.31040894695816823,0.058069309240370286,-0.019106998232767687,-0.03067698911485437,0.10078620323056112,0.04946170517511175,-0.44139262622494674,0.1687897348526199,0.018666330701751808,-0.04903732232297125,-0.15306351683612898,0.2055279889669782,0.0242574566312009,0.034321699350183026,-0.09265421671799641,0.0653460302967929,-0.13916682733995114,0.14217279340825453,-0.11573405560652383,0.20118221137007386,0.1011208993031253,0.008583152036235248,-0.14177900951842218,1.7273015873015871,6.517577611578908
35,-16.6167116135076,-4.72774834568444,1.29157162566983,-0.745660746824115,-2.62144040555009,-3.00941509123255,-4.28511309235313,-1.14319106843826,-0.307556650139952,3.28244845938117,7.65215828299062,60.9300534043144,114.452044699872,66.1828893714751,18.1957013581056,8.13009615616957,-0.681045884104401,1.41392521909578,4.00139910425267,6.78606346374617,7.32040533505433,-0.99617504149315,-6.31216912401321,-9.90283804596113,-7.54645849821547,-6.89539378182519,-5.99235916931353,-8.22560330098302,-10.9015904560595,-9.63814129865173,-9.61919339577062,-17.4234937914686,-25.0644536903145,-32.6362263081117,-48.8316087137771,-23.9839599142204,9.76122609301622,17.0645565942553,62.9990930783303,101.065634474039,152.431543328625,181.382630501314,214.080289856442,247.233973252301,0.030748249951237174,-0.010737920816667463,-0.00651376887701796,0.017585419500821577,0.043208762086504135,0.015608731818982828,-0.01692707152483306,-0.028936339073869305,0.013119749392425216,0.33076384340911735,-0.12433965292791298,-0.6518259915028015,1.5529643670793067,-1.594913808467271,0.11851935360481199,0.1966971622535348,0.06154673867158286,0.12793749026234438,-0.1687970537794821,-0.11414538031369673,-6.152525381207241e-05,-0.1881985703649521,-0.06583269492143869,-0.04697084298671241,-0.03511487429360183,0.029386366090623752,0.09350826867196622,0.3286770229001201,-0.11945087600803007,0.005018055945330197,-0.013065060220688093,0.127110044263414,-0.06990135460924202,-0.006920670024570272,0.004571032523107054,0.0035818602028834224,-0.1798484640754677,0.23916092375909162,-0.09345026489516668,-0.059934151716346126,-0.11668489447292003,0.020389307266097955,-0.0014155570189138256,-0.011119713931524236,2.0022222222222217,10.697758863419583
36,-16.3120093649348,-4.42479482609376,-21.6862415404028,-12.4492317378793,-2.24932488464115,-1.56832396146113,-1.70761134082064,0.218357392010902,0.401350551408648,3.29762019887093,5.84183236636255,35.6406165078033,66.1828893714751,42.1606222860792,17.8058264792788,9.22699566387688,-1.25949081320122,0.0147653716765673,1.06069816646339,2.37865682553422,1.65225625254154,-2.03378083349569,-5.28522763910053,-6.93843010658808,-4.50444760896685,-3.73413076996406,-2.81206132364993,-2.08169704003315,-4.66819519104069,-4.27132521284503,-4.26295584443506,-11.4672719514714,-18.3905983142284,-25.1185952804137,-45.9019137817268,-37.567844226384,-19.8791423400924,-25.1372556844883,7.82865980732022,28.1827436939756,62.1750037440107,76.7419265639132,93.7100240823578,111.397628169293,-0.008171970951940107,-0.012203679273406664,0.0010208870994942289,0.007674525952447726,-0.022494150644078056,-0.02097910165224067,0.02190737198078339,0.021465133578253096,0.16516101646140138,0.004072799845086602,0.058914540368658036,-0.17533237534522592,-1.5949138084670882,3.258923148906075,-1.2937036655286747,-0.05035035162070439,0.056529048249831126,-0.2041063867817156,-0.07452942609990257,0.038356716668126935,0.313832695047561,-0.023880478973371654,0.04050150439528526,0.1294839553327211,0.017435415668115607,-0.08254979959967931,-0.16171903711734892,-0.0678406504671305,0.017102382284997362,-0.006640499096624312,0.0972301528514965,-0.08594307978201836,-0.04121379352416447,-0.0004986650203636433,-0.01954262741235133,0.06161059323427956,-0.02023867399286579,0.05401368015731135,-0.002250765420086812,-0.02664035289024555,-0.10415761175250345,0.016622505566270842,0.046998524935971,0.02578864188909541,0.4311111111111113,6.492351059984294
